house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00077666,162,40,47,33,12,14,14,2
E00077667,143,16,45,24,13,16,23,6
E00077668,195,21,69,44,18,7,32,4
E00077669,148,20,43,43,15,4,19,4
E00077670,174,104,31,21,8,2,7,1
E00077671,134,33,29,53,6,4,8,1
E00077672,190,26,54,64,20,2,18,6
E00077673,112,15,17,22,33,10,12,3
E00077674,126,16,17,41,36,4,9,3
E00077675,138,17,22,32,39,6,18,4
E00077676,131,8,12,40,39,11,16,5
E00077677,128,8,32,26,33,9,16,4
E00077678,140,18,32,30,24,14,20,2
E00077679,144,9,35,39,32,10,15,4
E00077680,127,15,11,55,29,2,11,4
E00077681,136,11,15,43,36,15,11,5
E00077682,128,13,16,41,31,14,10,3
E00077683,151,8,25,32,49,15,18,4
E00077684,134,18,8,62,31,4,10,1
E00077685,118,7,31,30,37,2,9,2
E00077686,162,33,38,43,20,6,18,4
E00077687,129,8,20,33,33,13,19,3
E00077688,134,24,12,65,19,1,8,5
E00077689,159,25,47,56,9,4,17,1
E00077690,144,35,35,38,12,2,19,3
E00077691,150,11,61,42,18,5,13,0
E00077692,155,38,28,62,14,3,10,0
E00077693,207,21,92,47,11,4,31,1
E00077694,160,20,52,59,17,4,7,1
E00077695,153,11,80,24,9,5,24,0
E00077696,164,28,75,28,8,6,17,2
E00077697,134,62,14,46,5,1,6,0
E00077698,127,41,24,47,4,2,8,1
E00077699,150,14,52,39,8,4,31,2
E00077700,123,27,31,47,10,2,5,1
E00077701,129,13,25,38,24,2,24,3
E00077702,120,29,23,51,7,2,8,0
E00077703,172,24,58,53,8,10,16,3
E00077704,144,38,37,46,8,3,10,2
E00077705,138,25,49,51,3,1,9,0
E00077706,111,14,59,28,2,1,7,0
E00077707,137,6,59,41,11,2,17,1
E00077708,226,13,83,73,13,9,34,1
E00077709,94,7,39,11,15,3,16,3
E00077710,132,44,41,22,8,4,12,1
E00077711,154,104,21,27,2,0,0,0
E00077712,175,22,49,59,11,5,24,5
E00077713,87,43,18,10,3,3,10,0
E00077714,177,52,65,33,10,3,13,1
E00077715,174,81,24,50,8,1,9,1
E00077716,111,35,22,34,5,1,14,0
E00077717,144,11,61,33,10,3,24,2
E00077719,137,11,59,30,6,5,25,1
E00077720,136,38,22,54,2,6,13,1
E00077721,117,37,19,46,8,1,6,0
E00077722,153,11,68,36,9,7,21,1
E00077723,128,17,36,42,10,7,15,1
E00077725,132,6,68,22,8,3,23,2
E00077726,122,35,25,50,3,3,6,0
E00077727,170,7,94,31,8,0,29,1
E00077728,129,10,20,34,19,10,32,4
E00077729,162,15,34,34,17,11,50,1
E00077730,178,7,45,30,18,10,64,4
E00077731,128,12,24,24,26,11,30,1
E00077732,131,22,32,10,11,7,46,3
E00077733,139,13,27,25,13,6,52,3
E00077734,117,12,12,24,21,5,33,10
E00077735,128,15,13,25,17,6,49,3
E00077736,129,4,19,30,28,9,32,7
E00077737,97,6,23,19,12,6,27,4
E00077738,140,12,34,28,22,5,32,7
E00077739,118,15,22,27,27,4,17,6
E00077740,120,14,18,37,20,11,19,1
E00077741,132,6,25,31,28,12,26,4
E00077742,247,19,84,45,33,28,29,9
E00077743,196,8,47,31,34,21,48,7
E00077744,131,13,12,52,33,8,9,4
E00077745,119,2,20,28,26,11,30,2
E00077746,122,3,19,34,19,6,37,4
E00077747,110,7,11,24,30,8,26,4
E00077748,121,12,18,30,18,6,30,7
E00077749,133,7,35,30,30,11,17,3
E00077750,118,7,14,17,32,4,39,5
E00077751,133,12,25,38,25,8,21,4
E00077752,145,21,22,33,25,8,36,0
E00077753,131,6,15,24,9,6,70,1
E00077754,130,8,12,31,15,16,43,5
E00077755,137,11,33,26,26,12,28,1
E00077756,142,12,22,28,28,12,33,7
E00077757,121,6,18,32,21,6,35,3
E00077794,133,8,24,40,31,6,23,1
E00077796,142,15,34,55,12,4,15,7
E00077797,130,11,37,50,15,2,15,0
E00077798,167,21,52,44,9,17,21,3
E00077801,125,57,23,23,9,8,4,1
E00077813,125,25,13,54,16,3,13,1
E00086549,95,3,25,17,8,7,33,2
E00086550,118,15,30,25,9,3,36,0
E00086551,145,9,62,15,20,15,16,8
E00086552,145,4,24,10,55,31,11,10
E00086553,145,42,54,21,18,5,3,2
E00086557,125,40,43,21,4,3,13,1
E00086558,126,6,47,47,5,2,19,0
E00086559,200,64,81,27,5,3,18,2
E00086560,128,12,57,18,13,8,16,4
E00086561,163,4,57,46,11,1,43,1
E00086563,105,9,34,14,17,11,14,6
E00086564,185,16,71,52,11,7,26,2
E00086565,137,16,38,19,13,13,31,7
E00086568,110,8,43,43,4,0,12,0
E00086570,125,5,46,10,2,2,60,0
E00086571,130,8,38,13,1,0,70,0
E00086572,129,1,32,18,7,0,71,0
E00086575,96,41,17,9,1,0,28,0
E00086576,119,6,12,7,2,1,90,1
E00086577,121,5,12,10,4,2,84,4
E00086578,96,9,32,18,3,1,30,3
E00086579,117,1,11,9,5,0,89,2
E00086580,188,11,58,41,10,1,66,1
E00086581,126,18,43,35,1,0,29,0
E00086582,182,21,67,28,24,10,26,6
E00086583,203,16,105,23,27,8,17,7
E00086584,172,44,43,24,18,19,23,1
E00086586,100,4,49,25,6,0,15,1
E00086587,173,16,20,88,31,3,13,2
E00086588,140,10,16,45,24,10,29,6
E00086589,113,9,9,40,24,2,27,2
