house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00032475,145,59,71,15,0,0,0,0
E00032476,107,17,15,19,19,13,17,7
E00032477,150,9,89,16,15,11,7,3
E00032478,141,24,18,40,26,13,15,5
E00032479,124,23,29,27,19,13,7,6
E00032480,144,19,24,66,22,3,7,3
E00032481,131,11,18,27,32,25,13,5
E00032482,144,32,36,23,14,21,15,3
E00032483,134,21,16,35,27,12,22,1
E00032484,129,11,11,67,24,3,9,4
E00032485,134,9,24,51,19,18,10,3
E00032486,123,5,10,61,29,4,8,6
E00032487,122,15,17,57,17,3,9,4
E00032488,115,18,14,53,21,4,3,2
E00032489,122,7,11,51,40,5,3,5
E00032490,113,1,19,35,34,9,10,5
E00032491,121,14,13,65,19,5,3,2
E00032492,107,21,9,54,15,4,2,2
E00032493,127,6,15,49,43,3,8,3
E00032494,111,5,29,37,25,6,5,4
E00032495,120,22,9,58,16,7,7,1
E00032496,140,9,8,77,28,4,11,3
E00032497,139,4,16,49,59,4,4,3
E00032498,123,20,14,59,13,8,9,0
E00032499,117,22,19,38,12,14,8,4
E00032500,174,27,124,4,4,8,6,1
E00032501,140,45,36,21,3,23,10,2
E00032502,120,20,26,20,11,27,14,2
E00032504,140,19,37,30,12,23,17,2
E00032505,104,22,20,27,9,15,9,2
E00032506,159,21,110,16,1,4,7,0
E00032507,110,21,22,29,6,18,9,5
E00032508,105,12,17,24,11,19,17,5
E00032510,126,10,21,39,18,18,18,2
E00032511,112,9,11,21,12,42,14,3
E00032512,122,12,10,41,16,23,18,2
E00032513,126,21,22,30,13,10,22,8
E00032514,117,22,26,18,7,23,15,6
E00032515,139,16,15,33,24,18,24,9
E00032516,114,16,19,22,12,26,16,3
E00032517,142,16,38,22,12,26,24,4
E00032518,137,16,35,29,7,27,18,5
E00032519,189,36,109,12,3,12,16,1
E00032520,123,15,26,24,11,28,15,4
E00032521,105,13,10,26,15,16,20,5
E00032522,170,22,28,47,27,25,11,10
E00032523,115,18,22,26,14,22,9,4
