ethn..oa_id,ethn..proportion_of_oa_within_co_m_boundary,ethn..total_persons,ethn..white,ethn..white_gypsy_or_irish_traveller,ethn..mixed_multiple_ethnic_group,ethn..asian_asian_british_indian,ethn..asian_asian_british_pakistani,ethn..asian_asian_british_bangladeshi,ethn..asian_asian_british_chinese,ethn..asian_asian_british_other_asian,ethn..black_african_caribbean_black_british,ethn..other_ethnic_group_any_other_ethnic_group,ethn..white_or_white_british,ethn..black_or_black_british,ethn..asian_or_asian_british,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
S00111359,1.00000000003394,101,101,0,0,0,0,0,0,0,0,0,101,0,0,0,0
S00111360,0.99999999996887401,67,67,0,0,0,0,0,0,0,0,0,67,0,0,0,0
S00111361,0.99999999998512801,127,126,0,0,0,0,0,0,0,1,0,126,1,0,0,0
S00111362,1.0000000000063101,79,79,0,0,0,0,0,0,0,0,0,79,0,0,0,0
S00111363,1.0000000000681599,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00111364,1.00000000000253,105,104,0,0,0,0,0,0,1,0,0,104,0,1,0,0
S00111365,0.99999999995356303,59,56,0,0,3,0,0,0,0,0,0,56,0,3,0,0
S00111366,1.0000000000025,89,71,0,0,5,11,2,0,0,0,0,71,0,18,0,0
S00111367,0.99999999999421896,87,87,0,0,0,0,0,0,0,0,0,87,0,0,0,0
S00111368,1.0000000000121601,63,63,0,0,0,0,0,0,0,0,0,63,0,0,0,0
S00111369,0.99999999991854904,107,107,0,0,0,0,0,0,0,0,0,107,0,0,0,0
S00111370,1.0000000000154701,102,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0
S00111371,0.999999999997781,90,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0
S00111372,1.0000000000009499,74,73,1,0,0,0,0,0,0,0,0,74,0,0,0,0
S00111373,1.00000000002834,103,103,0,0,0,0,0,0,0,0,0,103,0,0,0,0
S00111375,0.99999999993444999,121,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0
S00111376,1.00000000006471,67,66,0,0,0,0,0,1,0,0,0,66,0,1,0,0
S00111377,1.0000000000007601,95,92,0,2,0,0,0,0,0,1,0,92,1,0,2,0
S00111378,0.99999999976225296,98,98,0,0,0,0,0,0,0,0,0,98,0,0,0,0
S00111404,1.00000000000166,63,62,0,0,0,0,0,0,1,0,0,62,0,1,0,0
S00111406,0.99999999999626799,126,119,0,0,0,4,0,3,0,0,0,119,0,7,0,0
S00111407,1.00000000000718,223,220,0,0,0,0,0,0,0,3,0,220,3,0,0,0
S00111408,0.99999999999992095,130,108,0,4,0,8,0,6,0,4,0,108,4,14,4,0
S00111409,0.99999999999998201,65,63,0,1,0,1,0,0,0,0,0,63,0,1,1,0
S00111410,1.0000000000006399,86,84,0,0,0,0,0,0,2,0,0,84,0,2,0,0
S00111411,1.00000000000085,76,76,0,0,0,0,0,0,0,0,0,76,0,0,0,0
S00111412,0.99999999999706202,166,161,0,0,0,3,0,2,0,0,0,161,0,5,0,0
S00111413,1.0000000000015401,67,62,0,0,0,5,0,0,0,0,0,62,0,5,0,0
S00111414,1.00000000000219,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00111415,1.0000000000231699,173,161,0,0,4,8,0,0,0,0,0,161,0,12,0,0
S00111416,1.0000000000026901,74,74,0,0,0,0,0,0,0,0,0,74,0,0,0,0
S00111417,1.0000000000039899,59,59,0,0,0,0,0,0,0,0,0,59,0,0,0,0
S00111418,0.99999999999234601,106,100,0,0,0,0,0,6,0,0,0,100,0,6,0,0
S00111419,1.0000000001766001,62,62,0,0,0,0,0,0,0,0,0,62,0,0,0,0
S00111420,0.99999999999933797,135,123,0,1,0,6,0,0,5,0,0,123,0,11,1,0
S00111421,0.99999999999868106,71,71,0,0,0,0,0,0,0,0,0,71,0,0,0,0
S00111422,0.99999999999171196,88,88,0,0,0,0,0,0,0,0,0,88,0,0,0,0
S00111423,1.0000000000018201,82,80,0,2,0,0,0,0,0,0,0,80,0,0,2,0
S00111424,1.0000000000134399,131,131,0,0,0,0,0,0,0,0,0,131,0,0,0,0
S00111425,0.99999999993061295,115,115,0,0,0,0,0,0,0,0,0,115,0,0,0,0
S00111426,0.99999999999129296,99,98,0,0,0,0,0,0,0,0,1,98,0,0,0,1
S00111427,0.999999999998888,94,86,0,0,0,8,0,0,0,0,0,86,0,8,0,0
S00111428,1.0000000000118601,84,84,0,0,0,0,0,0,0,0,0,84,0,0,0,0
S00111429,0.99999999998774303,82,81,0,1,0,0,0,0,0,0,0,81,0,0,1,0
S00111430,0.99999999999815403,151,148,0,0,0,0,0,1,0,0,2,148,0,1,0,2
S00111431,0.57168714900240802,98,98,0,0,0,0,0,0,0,0,0,98,0,0,0,0
S00111451,0.99999999998840305,78,78,0,0,0,0,0,0,0,0,0,78,0,0,0,0
S00111452,1.00000000000526,128,128,0,0,0,0,0,0,0,0,0,128,0,0,0,0
S00111471,0.99997754195614597,84,81,0,0,0,0,0,3,0,0,0,81,0,3,0,0
S00111497,1.0000000000071001,92,87,0,1,0,1,0,2,1,0,0,87,0,4,1,0
S00111558,1.0000000000006599,92,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0
S00111559,1.0000000000042399,73,72,0,0,0,0,0,0,0,0,1,72,0,0,0,1
S00111616,0.96033154711523705,177,175,0,0,0,2,0,0,0,0,0,175,0,2,0,0
S00111617,0.99999999998284905,78,78,0,0,0,0,0,0,0,0,0,78,0,0,0,0
S00111618,0.12544385840335801,78,78,0,0,0,0,0,0,0,0,0,78,0,0,0,0
S00111619,0.55583266996680203,119,118,1,0,0,0,0,0,0,0,0,119,0,0,0,0
S00111620,1.00000000000473,63,63,0,0,0,0,0,0,0,0,0,63,0,0,0,0
S00111621,1.0000000000139599,140,137,0,1,0,1,0,0,0,1,0,137,1,1,1,0
S00111626,0.99999999999456402,59,59,0,0,0,0,0,0,0,0,0,59,0,0,0,0
S00111627,1.0000000000015401,122,121,0,0,0,0,0,0,0,1,0,121,1,0,0,0
S00111628,1.00000000000556,139,132,0,1,1,2,0,2,0,1,0,132,1,5,1,0
S00111629,1.00000000000161,100,99,0,0,0,1,0,0,0,0,0,99,0,1,0,0
S00111630,1.0000000000051199,73,73,0,0,0,0,0,0,0,0,0,73,0,0,0,0
S00111631,0.99999999999829003,71,71,0,0,0,0,0,0,0,0,0,71,0,0,0,0
S00111632,0.99999999999691103,109,103,0,0,0,0,0,6,0,0,0,103,0,6,0,0
S00111633,0.99999999998948197,82,82,0,0,0,0,0,0,0,0,0,82,0,0,0,0
S00111634,1.00000000002385,117,110,0,0,1,0,0,6,0,0,0,110,0,7,0,0
S00111635,1.00000000000083,50,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0
S00111636,1.00000000000254,141,124,0,2,0,13,0,0,0,1,1,124,1,13,2,1
S00111706,7.9281667286687202E-2,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00111721,0.35270307707323501,86,84,1,0,0,0,0,0,0,0,1,85,0,0,0,1
S00111722,0.99999999999982703,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00111723,0.60832073791923402,88,88,0,0,0,0,0,0,0,0,0,88,0,0,0,0
S00111857,0.99999999999874201,85,85,0,0,0,0,0,0,0,0,0,85,0,0,0,0
S00111858,1.0000000000070399,87,87,0,0,0,0,0,0,0,0,0,87,0,0,0,0
S00111859,0.999999999991106,65,65,0,0,0,0,0,0,0,0,0,65,0,0,0,0
S00111860,1.0000000000020399,132,132,0,0,0,0,0,0,0,0,0,132,0,0,0,0
S00111861,1.00000000000172,119,117,0,0,0,1,0,1,0,0,0,117,0,2,0,0
S00111862,0.99999999999623002,78,78,0,0,0,0,0,0,0,0,0,78,0,0,0,0
S00111863,0.99999999999790401,63,63,0,0,0,0,0,0,0,0,0,63,0,0,0,0
S00111864,0.99999999999742095,87,86,0,1,0,0,0,0,0,0,0,86,0,0,1,0
S00111865,1.00000000000364,138,138,0,0,0,0,0,0,0,0,0,138,0,0,0,0
S00111866,1.00000000000087,281,281,0,0,0,0,0,0,0,0,0,281,0,0,0,0
S00111867,0.99999999999859102,74,74,0,0,0,0,0,0,0,0,0,74,0,0,0,0
S00111868,1.00000000002252,145,133,0,0,0,11,0,1,0,0,0,133,0,12,0,0
S00111869,1.0000000000009099,91,89,0,0,0,0,0,2,0,0,0,89,0,2,0,0
S00111870,1.0000000000023499,158,154,0,0,2,0,0,2,0,0,0,154,0,4,0,0
S00111871,1.0000000113146801,82,82,0,0,0,0,0,0,0,0,0,82,0,0,0,0
S00111872,0.99999992877492305,148,148,0,0,0,0,0,0,0,0,0,148,0,0,0,0
S00111932,0.99922485598176203,68,68,0,0,0,0,0,0,0,0,0,68,0,0,0,0
S00111933,1.00000000000422,126,121,0,0,0,3,0,1,1,0,0,121,0,5,0,0
S00111934,0.99999999999811595,76,76,0,0,0,0,0,0,0,0,0,76,0,0,0,0
S00111935,1.00000000002448,122,122,0,0,0,0,0,0,0,0,0,122,0,0,0,0
S00111936,0.999999999998056,151,148,0,1,0,0,0,0,2,0,0,148,0,2,1,0
S00111937,1.00000000002383,140,140,0,0,0,0,0,0,0,0,0,140,0,0,0,0
S00111938,0.85923192751856203,65,63,0,1,0,1,0,0,0,0,0,63,0,1,1,0
S00111939,1.0000000000024201,104,103,0,0,0,0,0,0,0,0,1,103,0,0,0,1
S00111940,1.0000000000012801,86,86,0,0,0,0,0,0,0,0,0,86,0,0,0,0
S00111941,1.0000000000021401,97,97,0,0,0,0,0,0,0,0,0,97,0,0,0,0
S00111942,1.00000000002472,156,155,1,0,0,0,0,0,0,0,0,156,0,0,0,0
S00111943,0.999999999998745,97,96,0,1,0,0,0,0,0,0,0,96,0,0,1,0
S00111944,1.0000000000086799,109,109,0,0,0,0,0,0,0,0,0,109,0,0,0,0
S00111945,1.00000000001051,139,139,0,0,0,0,0,0,0,0,0,139,0,0,0,0
S00111946,0.99999999999946099,119,118,0,0,1,0,0,0,0,0,0,118,0,1,0,0
S00111951,1.0000000000020599,96,90,0,1,0,0,0,0,5,0,0,90,0,5,1,0
S00111952,0.99999999995446598,73,69,0,0,0,4,0,0,0,0,0,69,0,4,0,0
S00111978,1.0000000000035001,114,114,0,0,0,0,0,0,0,0,0,114,0,0,0,0
S00111979,1.00000000000307,82,81,0,0,0,1,0,0,0,0,0,81,0,1,0,0
S00111980,1.00000000000219,119,118,0,0,1,0,0,0,0,0,0,118,0,1,0,0
S00111981,1.0000000000046201,125,124,0,1,0,0,0,0,0,0,0,124,0,0,1,0
S00111982,1.0000000000021501,154,154,0,0,0,0,0,0,0,0,0,154,0,0,0,0
S00111983,1.00000000002411,158,152,0,0,0,0,0,2,0,4,0,152,4,2,0,0
S00111984,0.99999999999988398,76,76,0,0,0,0,0,0,0,0,0,76,0,0,0,0
S00111985,1.00000000000245,156,156,0,0,0,0,0,0,0,0,0,156,0,0,0,0
S00111986,0.99999999999599498,76,69,0,0,4,1,0,2,0,0,0,69,0,7,0,0
S00111987,0.99999999999915701,125,124,0,0,0,1,0,0,0,0,0,124,0,1,0,0
S00111988,0.99829071876042397,219,219,0,0,0,0,0,0,0,0,0,219,0,0,0,0
S00111989,1.00000000043593,157,148,0,0,0,5,0,4,0,0,0,148,0,9,0,0
S00111990,0.99999999999485101,111,111,0,0,0,0,0,0,0,0,0,111,0,0,0,0
S00111991,1.0000000000015301,176,176,0,0,0,0,0,0,0,0,0,176,0,0,0,0
S00111992,0.99999999999175804,86,84,0,0,0,2,0,0,0,0,0,84,0,2,0,0
S00111993,0.99999999998322797,74,74,0,0,0,0,0,0,0,0,0,74,0,0,0,0
S00111994,0.99999999999801203,65,64,0,0,0,1,0,0,0,0,0,64,0,1,0,0
S00111995,0.99999999995264199,164,147,0,0,0,7,0,10,0,0,0,147,0,17,0,0
S00111996,1.00000000000948,111,111,0,0,0,0,0,0,0,0,0,111,0,0,0,0
S00111997,0.99999999999697298,129,127,0,0,0,0,0,0,0,2,0,127,2,0,0,0
S00111998,0.99999999999843703,98,98,0,0,0,0,0,0,0,0,0,98,0,0,0,0
S00111999,1.0000000000048099,85,85,0,0,0,0,0,0,0,0,0,85,0,0,0,0
S00112000,0.99999999999964195,67,66,0,0,0,0,0,0,0,1,0,66,1,0,0,0
S00112001,0.99999999998650202,136,136,0,0,0,0,0,0,0,0,0,136,0,0,0,0
S00112002,1.00000000000801,172,166,0,0,0,6,0,0,0,0,0,166,0,6,0,0
S00112003,1.00000000006307,129,128,0,0,0,0,0,0,0,0,1,128,0,0,0,1
S00112004,1.00000000001858,126,116,0,0,0,7,0,0,0,0,3,116,0,7,0,3
S00112005,1.00000000000117,107,99,0,0,0,8,0,0,0,0,0,99,0,8,0,0
S00112006,1.0000000000108999,68,68,0,0,0,0,0,0,0,0,0,68,0,0,0,0
S00112007,0.99999999994399102,110,103,0,0,0,6,0,0,0,1,0,103,1,6,0,0
S00112008,0.99999999999842204,116,112,0,0,0,0,1,0,1,0,2,112,0,2,0,2
S00112009,1.00000000000501,115,114,0,0,0,0,1,0,0,0,0,114,0,1,0,0
S00112010,0.99999999996901601,72,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0
S00112011,0.99999999990481403,97,96,0,0,0,1,0,0,0,0,0,96,0,1,0,0
S00112012,0.99999999999914002,166,164,0,0,0,2,0,0,0,0,0,164,0,2,0,0
S00112013,0.99999999997313105,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00112014,0.99999999996938904,136,136,0,0,0,0,0,0,0,0,0,136,0,0,0,0
S00112015,0.99999999993934596,92,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0
S00112042,1.00000000008642,85,84,1,0,0,0,0,0,0,0,0,85,0,0,0,0
S00112043,0.99999999998914102,156,153,0,3,0,0,0,0,0,0,0,153,0,0,3,0
S00112044,1.0000000000093201,80,79,1,0,0,0,0,0,0,0,0,80,0,0,0,0
S00112045,1.00000000000251,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00112119,0.99999999999979805,123,118,0,0,4,0,0,0,0,0,1,118,0,4,0,1
S00112120,1.0000000000121301,158,155,0,0,0,0,0,3,0,0,0,155,0,3,0,0
S00112126,0.99999999997813904,129,129,0,0,0,0,0,0,0,0,0,129,0,0,0,0
S00112127,1.0000000000264699,164,162,0,1,0,0,0,0,0,1,0,162,1,0,1,0
S00112128,0.99999999999585498,111,110,0,1,0,0,0,0,0,0,0,110,0,0,1,0
S00112129,1.00000000000307,132,131,0,0,0,0,0,0,0,1,0,131,1,0,0,0
S00112130,1.00000000024248,96,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0
S00112131,1.0000000000023399,76,71,0,1,0,3,0,1,0,0,0,71,0,4,1,0
S00112132,0.99999999999508304,124,123,0,0,0,0,0,0,0,0,1,123,0,0,0,1
S00112133,1.0000000000000699,89,88,0,0,0,0,0,0,1,0,0,88,0,1,0,0
S00112134,1.0000000000010401,135,134,0,0,0,0,0,1,0,0,0,134,0,1,0,0
S00112135,0.99999999996258504,113,112,0,1,0,0,0,0,0,0,0,112,0,0,1,0
S00112136,1.0000000000201901,75,74,0,0,0,0,0,0,0,1,0,74,1,0,0,0
S00112137,1.00000000000057,186,178,0,0,0,7,0,0,1,0,0,178,0,8,0,0
S00112138,1.0000000000235501,172,172,0,0,0,0,0,0,0,0,0,172,0,0,0,0
S00126109,4.7310856418049899E-2,145,143,1,1,0,0,0,0,0,0,0,144,0,0,1,0
S00126111,3.0910808586097099E-2,110,110,0,0,0,0,0,0,0,0,0,110,0,0,0,0
S00126112,2.1192240650380698E-2,91,91,0,0,0,0,0,0,0,0,0,91,0,0,0,0
S00126118,0.33737472811267599,145,145,0,0,0,0,0,0,0,0,0,145,0,0,0,0
