pop..lsoa_code,pop..total_persons,pop..males,pop..females,pop..x0_4_years,pop..x5_11_years,pop..x12_17_years,pop..x18_29_years,pop..x30_39_years,pop..x40_59_years,pop..x60_74_years,pop..x75_years
E01025028,1661,793,868,112,166,135,160,205,474,274,135
E01025029,2455,1202,1253,94,178,139,206,261,636,587,354
E01025030,1921,917,1004,145,176,168,293,267,535,238,99
E01025031,1729,823,906,78,153,93,161,171,407,365,301
E01025032,1389,686,703,91,127,87,189,161,368,239,127
E01025033,2149,1074,1075,142,201,203,296,298,677,267,65
E01025034,1703,882,821,130,178,135,210,251,443,239,117
E01025035,1438,728,710,49,107,79,197,157,416,279,154
E01025036,1573,808,765,97,140,84,269,247,417,236,83
E01025037,1442,719,723,115,154,97,217,166,341,228,124
E01025038,1277,588,689,50,86,82,138,111,351,285,174
E01025039,1169,586,583,37,72,61,147,133,366,244,109
E01025040,1567,821,746,109,118,92,233,195,437,280,103
E01025041,1650,822,828,135,196,141,273,271,319,196,119
E01025042,2253,1088,1165,230,347,270,405,394,396,155,56
E01025044,1301,619,682,113,173,98,194,199,303,149,72
E01025045,1252,587,665,78,179,150,165,178,287,148,67
E01025046,1216,609,607,61,110,73,188,139,301,261,83
E01025048,1406,679,727,56,78,63,158,131,356,376,188
E01025049,1567,764,803,110,151,130,231,247,380,225,93
E01025050,1505,724,781,77,120,82,181,202,410,283,150
E01025051,1579,775,804,85,149,131,167,211,446,277,113
E01025052,1612,761,851,75,115,105,213,169,470,314,151
E01025053,1513,744,769,84,126,94,215,175,457,245,117
E01025054,1641,820,821,56,98,102,214,182,493,349,147
E01025055,1473,741,732,106,140,116,213,222,363,187,126
E01025056,1235,638,597,35,56,64,121,79,318,303,259
E01025057,1693,822,871,93,162,130,240,236,397,278,157
E01025058,1434,680,754,52,106,69,181,116,349,349,212
E01025059,1737,824,913,107,180,128,213,193,449,268,199
E01025060,1486,700,786,107,167,115,274,214,365,176,68
E01025061,1494,710,784,43,110,65,151,121,334,391,279
E01025062,1617,826,791,124,166,135,291,225,393,182,101
E01025063,1497,717,780,50,109,98,166,172,443,283,176
E01025064,1647,819,828,65,147,127,127,131,443,392,215
E01025065,1707,869,838,136,135,108,228,273,464,229,134
E01025066,1585,759,826,101,123,105,235,182,467,245,127
E01025067,1418,726,692,119,144,102,204,238,369,147,95
