ethn..geo_code,ethn..total_persons,ethn..ethnic_group_e_s_w_white_english_welsh_scottish_northern_irish_british_unit_persons,ethn..ethnic_group_e_s_w_white_irish_unit_persons,ethn..ethnic_group_e_s_w_white_gypsy_or_irish_traveller_unit_persons,ethn..ethnic_group_e_s_w_white_other_white_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_white_and_black_caribbean_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_white_and_black_african_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_white_and_asian_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_other_mixed_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_indian_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_pakistani_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_bangladeshi_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_chinese_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_other_asian_unit_persons,ethn..ethnic_group_e_s_w_black_african_caribbean_black_british_african_unit_persons,ethn..ethnic_group_e_s_w_black_african_caribbean_black_british_caribbean_unit_persons,ethn..ethnic_group_e_s_w_black_african_caribbean_black_british_other_black_unit_persons,ethn..ethnic_group_e_s_w_other_ethnic_group_arab_unit_persons,ethn..ethnic_group_e_s_w_other_ethnic_group_any_other_ethnic_group_unit_persons,ethn..white_or_white_british,ethn..black_or_black_british,ethn..asian_or_asian_british,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
W00002060,299,292,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0,294,1,1,3,0
W00002061,251,240,2,0,4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,246,0,4,1,0
W00002062,264,252,4,0,3,0,0,0,0,0,1,0,0,1,2,0,0,1,0,259,2,2,0,1
W00002063,258,252,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,1,0
W00002064,289,274,0,0,4,0,0,1,0,0,0,0,9,0,0,0,0,1,0,278,0,9,1,1
W00002065,261,254,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,258,0,0,3,0
W00002066,367,352,4,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,365,0,1,1,0
W00002067,310,292,1,0,14,0,0,0,0,0,1,0,0,0,2,0,0,0,0,307,2,1,0,0
W00002068,322,312,0,0,4,0,0,3,0,1,0,0,0,0,2,0,0,0,0,316,2,1,3,0
W00002069,340,331,0,0,3,1,0,1,0,0,0,0,0,3,0,0,1,0,0,334,1,3,2,0
W00002070,309,295,2,0,1,0,1,1,0,0,0,8,0,1,0,0,0,0,0,298,0,9,2,0
W00002071,225,222,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,222,0,1,2,0
W00002072,318,313,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0
W00002073,299,287,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,298,0,0,1,0
W00002074,307,295,2,0,4,2,1,2,0,0,0,0,0,0,1,0,0,0,0,301,1,0,5,0
W00002075,261,252,2,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,254,1,0,6,0
W00002076,290,282,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0
W00002077,273,267,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,270,0,1,1,1
W00002078,270,264,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,267,0,1,1,1
W00002079,321,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0
W00002080,273,268,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,268,0,0,5,0
W00002081,277,275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,275,0,0,1,1
W00002082,314,310,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0
W00002083,291,288,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0
W00002084,284,278,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,283,0,0,0,1
W00002085,266,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0
W00002086,133,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0
W00002087,521,510,2,2,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,515,0,4,2,0
W00002088,146,143,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,145,0,1,0,0
W00002089,278,270,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,3,270,2,0,2,4
W00002090,301,299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0
W00002091,312,296,2,0,5,1,0,0,2,0,1,0,5,0,0,0,0,0,0,303,0,6,3,0
W00002092,264,247,1,0,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,262,0,1,1,0
W00002093,245,234,1,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,243,0,1,1,0
W00002094,262,224,3,0,21,0,0,0,1,0,0,1,4,0,8,0,0,0,0,248,8,5,1,0
W00002095,335,299,1,0,22,2,2,3,3,0,0,0,0,2,0,0,0,1,0,322,0,2,10,1
W00002096,263,249,4,0,5,0,0,1,0,2,0,0,1,1,0,0,0,0,0,258,0,4,1,0
W00002097,262,239,1,0,9,0,0,0,0,3,5,1,0,0,4,0,0,0,0,249,4,9,0,0
W00002098,315,287,3,0,9,0,0,0,2,0,1,1,0,11,0,0,0,1,0,299,0,13,2,1
W00002099,268,259,1,0,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,264,0,1,3,0
W00002100,383,377,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,379,2,2,0,0
W00002101,265,262,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0
W00002102,259,257,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,258,0,1,0,0
W00002103,287,280,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,286,0,0,1,0
W00002104,285,274,0,0,1,0,0,1,0,4,0,0,0,0,5,0,0,0,0,275,5,4,1,0
W00002105,283,280,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,282,0,0,1,0
W00002106,346,335,0,0,5,0,2,0,0,3,0,0,0,1,0,0,0,0,0,340,0,4,2,0
W00002107,263,253,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,260,0,1,0,2
W00002108,342,325,2,0,4,0,2,1,0,0,0,0,0,2,1,0,0,5,0,331,1,2,3,5
W00002109,355,344,1,0,1,0,2,2,1,0,0,1,1,1,0,0,1,0,0,346,1,3,5,0
W00002110,308,295,1,0,1,0,0,2,0,3,0,0,0,2,4,0,0,0,0,297,4,5,2,0
W00002111,338,323,2,0,1,0,1,5,3,0,1,0,0,0,1,0,0,1,0,326,1,1,9,1
W00002112,292,278,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,289,0,0,3,0
W00002113,297,275,1,0,6,1,1,0,5,2,0,0,1,4,0,0,0,0,1,282,0,7,7,1
W00002114,348,334,1,0,1,1,4,2,0,4,0,0,0,1,0,0,0,0,0,336,0,5,7,0
W00002115,612,596,5,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,1,609,0,2,0,1
W00002116,133,127,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,132,0,1,0,0
W00002117,110,106,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,107,1,2,0,0
W00002118,303,296,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,1,0
W00002119,319,309,0,0,1,0,0,1,3,0,0,5,0,0,0,0,0,0,0,310,0,5,4,0
W00002120,381,370,2,0,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,378,1,0,2,0
W00002121,321,315,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,318,0,1,2,0
W00002122,293,283,2,0,1,1,0,0,0,0,0,0,1,4,1,0,0,0,0,286,1,5,1,0
W00002123,330,324,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,329,0,0,1,0
W00002124,274,264,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0
W00002125,348,343,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0
W00002126,321,307,0,0,3,0,0,0,1,0,0,0,0,0,10,0,0,0,0,310,10,0,1,0
W00002127,301,293,0,0,3,0,0,3,1,0,0,0,1,0,0,0,0,0,0,296,0,1,4,0
W00002128,243,223,2,4,7,1,0,4,0,0,0,0,0,1,1,0,0,0,0,236,1,1,5,0
W00002129,304,286,0,0,8,0,0,4,0,4,0,1,0,1,0,0,0,0,0,294,0,6,4,0
W00002130,515,492,0,0,10,0,0,3,1,0,0,2,0,3,1,0,3,0,0,502,4,5,4,0
W00002131,301,268,0,0,12,0,0,0,4,0,0,0,12,0,4,0,0,1,0,280,4,12,4,1
W00002132,284,279,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,283,0,0,1,0
W00002133,227,216,0,0,5,0,0,0,1,4,0,0,0,0,0,1,0,0,0,221,1,4,1,0
W00002134,313,218,2,3,33,3,0,0,1,16,0,0,4,25,5,1,0,2,0,256,6,45,4,2
W00002135,261,187,0,0,39,0,8,0,0,8,2,1,6,4,6,0,0,0,0,226,6,21,8,0
W00002136,360,201,0,0,91,0,0,0,2,42,6,3,0,12,0,0,0,2,1,292,0,63,2,3
W00002137,306,255,3,0,16,0,0,2,1,14,7,1,0,4,2,0,1,0,0,274,3,26,3,0
W00002138,347,288,1,2,27,1,0,0,0,14,1,3,0,0,9,1,0,0,0,318,10,18,1,0
W00002139,419,276,2,0,93,0,1,1,3,13,1,5,12,7,1,0,0,3,1,371,1,38,5,4
W00002140,323,212,2,4,49,1,0,2,1,25,1,5,9,2,1,0,0,5,4,267,1,42,4,9
W00002141,319,152,3,0,118,0,0,0,1,22,2,4,6,4,5,0,1,1,0,273,6,38,1,1
W00002142,353,351,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0
W00002143,312,310,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0
W00002144,290,277,0,0,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,288,0,1,1,0
W00002145,372,368,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,368,0,0,4,0
W00002146,180,175,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0
W00002147,426,412,0,0,7,1,0,1,0,4,0,0,0,1,0,0,0,0,0,419,0,5,2,0
W00002148,236,227,0,0,5,0,0,1,2,0,0,0,0,0,0,0,0,1,0,232,0,0,3,1
W00002149,262,251,1,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,258,0,4,0,0
W00002150,265,246,2,0,13,0,3,0,0,0,0,0,0,0,1,0,0,0,0,261,1,0,3,0
W00002151,417,408,3,0,1,0,0,1,0,0,0,3,0,0,1,0,0,0,0,412,1,3,1,0
W00002152,202,190,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0
W00002153,280,275,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,278,0,0,1,1
W00002154,364,341,1,0,5,0,0,3,0,0,4,0,1,2,1,6,0,0,0,347,7,7,3,0
W00002155,423,407,0,0,10,0,0,0,0,0,0,0,4,2,0,0,0,0,0,417,0,6,0,0
W00002156,381,372,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,1,0
W00002157,318,308,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,312,0,3,3,0
W00002158,289,285,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0
W00002159,280,261,0,0,1,1,0,2,0,0,0,0,13,0,0,0,0,0,2,262,0,13,3,2
W00002160,310,282,0,0,11,3,0,3,1,0,1,0,0,0,3,0,0,5,1,293,3,1,7,6
W00002161,301,299,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,1,0
W00002162,335,326,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,331,0,0,4,0
W00002163,273,262,2,0,1,1,2,1,0,0,0,0,0,0,3,0,0,1,0,265,3,0,4,1
W00002164,316,308,0,0,2,0,1,0,0,0,0,5,0,0,0,0,0,0,0,310,0,5,1,0
W00002165,391,380,2,0,3,1,2,0,2,0,0,0,0,0,1,0,0,0,0,385,1,0,5,0
W00002166,279,265,3,0,8,1,0,0,0,0,0,0,0,0,0,0,0,2,0,276,0,0,1,2
W00002167,254,247,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,253,0,0,0,1
W00002168,354,344,1,0,4,2,0,0,2,0,0,0,0,1,0,0,0,0,0,349,0,1,4,0
W00002169,300,290,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,4,294,1,0,0,5
W00002170,276,262,1,0,1,0,0,0,3,1,0,0,0,1,0,2,0,0,5,264,2,2,3,5
W00002171,261,256,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,1,0
W00002172,319,303,2,0,7,1,0,2,1,1,0,0,1,0,0,1,0,0,0,312,1,2,4,0
W00002173,386,375,4,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,384,1,0,0,1
W00002174,383,353,1,0,20,2,0,1,0,0,0,0,1,4,1,0,0,0,0,374,1,5,3,0
W00002175,347,330,0,0,7,0,0,0,0,3,0,0,0,0,7,0,0,0,0,337,7,3,0,0
W00002176,336,316,1,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,5,0
W00002177,315,286,2,0,1,0,3,1,4,6,0,0,0,1,11,0,0,0,0,289,11,7,8,0
W00002178,322,302,1,1,11,0,1,0,0,0,0,5,0,0,1,0,0,0,0,315,1,5,1,0
W00002179,333,315,2,0,0,2,2,0,0,0,0,0,0,0,12,0,0,0,0,317,12,0,4,0
W00002180,324,305,1,0,2,1,0,0,2,4,0,0,3,0,4,0,0,0,2,308,4,7,3,2
W00002181,331,326,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,327,1,2,1,0
W00002182,418,411,1,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,414,1,2,0,1
W00002183,277,268,0,0,3,1,0,0,0,0,0,0,1,0,4,0,0,0,0,271,4,1,1,0
W00002184,269,257,1,0,5,4,0,0,0,0,0,0,0,0,1,0,1,0,0,263,2,0,4,0
W00002185,315,307,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,312,0,1,1,1
W00002186,326,316,3,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,2,0
W00002187,299,280,0,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,294,0,5,0,0
W00002188,267,241,4,0,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,265,1,0,1,0
W00002189,308,294,0,0,11,0,0,0,0,0,0,0,1,0,1,0,0,0,1,305,1,1,0,1
W00002190,329,318,0,0,6,0,0,1,0,0,0,0,1,0,1,0,1,0,1,324,2,1,1,1
W00002191,295,291,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,291,2,0,2,0
W00002192,219,210,0,0,4,1,0,0,0,0,0,0,0,0,4,0,0,0,0,214,4,0,1,0
W00002193,278,269,2,0,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,272,0,4,2,0
W00002194,259,251,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,253,6,0,0,0
W00002195,333,300,1,0,14,1,5,0,0,4,2,0,2,4,0,0,0,0,0,315,0,12,6,0
W00002196,319,298,3,0,10,0,0,2,0,0,2,2,0,1,1,0,0,0,0,311,1,5,2,0
W00002197,343,310,0,0,24,2,0,4,0,2,1,0,0,0,0,0,0,0,0,334,0,3,6,0
W00002198,317,278,1,1,4,0,2,0,2,0,3,0,0,2,23,0,0,0,1,284,23,5,4,1
W00002199,281,268,0,0,2,1,0,1,0,0,4,0,1,4,0,0,0,0,0,270,0,9,2,0
W00002200,262,228,3,0,20,1,0,1,0,0,0,2,0,3,4,0,0,0,0,251,4,5,2,0
W00002201,374,332,1,0,14,3,6,0,1,0,0,0,1,7,9,0,0,0,0,347,9,8,10,0
W00002202,341,307,0,0,15,0,2,1,1,1,0,0,4,2,5,0,0,0,3,322,5,7,4,3
W00002203,437,405,0,0,25,2,3,0,0,0,0,1,0,0,1,0,0,0,0,430,1,1,5,0
W00002204,330,309,0,0,16,2,1,0,0,0,1,0,0,0,1,0,0,0,0,325,1,1,3,0
W00002205,419,406,0,0,8,0,0,0,0,2,3,0,0,0,0,0,0,0,0,414,0,5,0,0
W00002206,288,282,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0
W00002207,237,219,1,0,9,0,1,0,0,3,3,0,1,0,0,0,0,0,0,229,0,7,1,0
W00002208,246,221,0,0,7,0,1,4,1,0,0,5,1,4,2,0,0,0,0,228,2,10,6,0
W00002209,285,279,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,283,0,0,2,0
W00002210,262,247,1,0,4,2,0,0,0,5,0,0,0,1,1,0,0,1,0,252,1,6,2,1
W00002211,313,307,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,308,3,2,0,0
W00002212,289,272,3,0,6,3,0,1,0,0,4,0,0,0,0,0,0,0,0,281,0,4,4,0
W00002213,211,201,1,0,4,0,0,0,0,0,0,1,0,0,1,0,2,0,1,206,3,1,0,1
W00002214,200,184,2,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,196,0,4,0,0
W00002215,338,328,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,332,0,3,3,0
W00002216,306,272,1,0,16,5,0,4,0,5,0,0,1,1,1,0,0,0,0,289,1,7,9,0
W00002217,281,272,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,275,0,5,0,1
W00002218,270,253,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,267,0,0,0,3
W00002219,243,235,2,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,240,0,1,2,0
W00002220,308,276,5,0,16,0,0,0,2,4,0,0,0,4,0,0,0,1,0,297,0,8,2,1
W00002221,235,223,0,2,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,233,0,1,1,0
W00002222,273,269,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,272,0,1,0,0
W00002223,307,294,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0
W00002224,297,275,1,0,9,3,0,5,2,1,0,0,1,0,0,0,0,0,0,285,0,2,10,0
W00002225,373,355,0,5,9,0,1,0,0,0,3,0,0,0,0,0,0,0,0,369,0,3,1,0
W00002226,255,247,0,0,3,1,2,0,0,0,0,0,0,0,2,0,0,0,0,250,2,0,3,0
W00002227,150,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0
W00002228,381,354,0,0,6,2,1,0,0,1,0,0,5,1,11,0,0,0,0,360,11,7,3,0
W00002229,214,187,1,0,11,2,0,0,0,0,0,1,0,0,11,1,0,0,0,199,12,1,2,0
W00002231,250,239,1,0,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,247,0,1,2,0
W00002232,260,252,0,0,4,0,0,0,0,3,0,0,0,1,0,0,0,0,0,256,0,4,0,0
W00002233,277,270,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,276,1,0,0,0
W00002234,264,209,0,0,42,1,0,2,0,1,0,3,1,4,0,1,0,0,0,251,1,9,3,0
W00002235,209,205,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,207,0,2,0,0
W00002236,376,340,0,0,23,2,0,0,2,6,0,0,0,0,3,0,0,0,0,363,3,6,4,0
W00002237,335,251,0,0,72,0,0,3,2,1,0,3,0,0,2,0,0,1,0,323,2,4,5,1
W00002238,427,265,5,0,118,0,7,3,2,3,0,0,9,11,4,0,0,0,0,388,4,23,12,0
W00002239,199,184,1,0,11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,196,0,0,3,0
W00002240,357,222,2,0,96,3,0,2,2,12,2,1,6,6,2,0,0,0,1,320,2,27,7,1
W00002241,352,224,2,0,106,1,2,0,6,3,0,0,2,4,1,0,0,0,1,332,1,9,9,1
W00002242,283,221,0,0,53,1,0,0,1,0,0,0,0,0,6,0,0,0,1,274,6,0,2,1
W00002243,342,207,2,0,107,1,0,4,1,8,0,2,2,1,6,0,1,0,0,316,7,13,6,0
W00002244,307,299,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,303,0,0,4,0
W00002245,223,220,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0
W00002246,258,247,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,257,0,0,0,1
W00002247,253,246,2,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,250,0,2,1,0
W00002248,257,245,2,0,3,1,0,2,1,0,0,0,3,0,0,0,0,0,0,250,0,3,4,0
W00002249,335,294,3,0,22,1,0,3,0,10,0,0,0,2,0,0,0,0,0,319,0,12,4,0
W00002250,246,232,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,244,0,2,0,0
W00002251,235,222,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0
W00002253,383,359,1,0,19,0,0,0,0,0,0,0,0,3,1,0,0,0,0,379,1,3,0,0
W00002254,290,242,1,0,31,2,0,0,0,6,2,2,2,2,0,0,0,0,0,274,0,14,2,0
W00002255,436,360,3,0,41,3,1,3,0,1,0,0,3,6,11,0,0,0,4,404,11,10,7,4
W00002256,352,291,0,0,45,0,0,1,1,3,0,0,0,1,5,0,2,0,3,336,7,4,2,3
W00002257,344,277,2,0,44,0,0,0,0,4,3,0,3,5,4,0,0,1,1,323,4,15,0,2
W00002258,279,244,2,0,15,0,1,1,3,4,0,0,1,1,7,0,0,0,0,261,7,6,5,0
W00002259,314,298,2,0,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,312,0,1,1,0
W00002260,327,283,0,0,39,0,0,0,0,3,0,0,1,0,0,0,0,0,1,322,0,4,0,1
W00002261,351,330,1,0,15,0,0,0,0,1,0,0,3,0,1,0,0,0,0,346,1,4,0,0
W00002262,296,280,1,0,12,0,0,0,0,0,0,0,2,1,0,0,0,0,0,293,0,3,0,0
W00002263,408,360,0,3,28,1,1,0,0,1,0,0,3,0,7,4,0,0,0,391,11,4,2,0
W00002264,313,288,0,0,19,0,0,0,0,0,0,0,1,4,1,0,0,0,0,307,1,5,0,0
W00002265,329,284,0,0,22,5,0,1,1,0,2,0,1,1,12,0,0,0,0,306,12,4,7,0
W00002266,325,294,1,0,9,0,2,0,0,0,0,0,1,10,8,0,0,0,0,304,8,11,2,0
W00002267,301,269,0,0,22,0,0,1,1,0,0,3,0,1,0,0,0,2,2,291,0,4,2,4
W00002268,341,339,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0
W00002269,324,322,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0
W00002270,147,145,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,1,0
W00002271,257,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0
W00002272,355,346,0,0,3,0,0,3,0,0,0,0,0,2,1,0,0,0,0,349,1,2,3,0
W00002273,285,279,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,1,0
W00002274,320,316,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,319,0,1,0,0
W00002275,406,394,3,0,1,0,0,1,1,0,0,0,3,0,0,0,0,3,0,398,0,3,2,3
W00002276,359,351,3,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,356,0,2,1,0
W00002277,364,356,1,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,361,0,0,3,0
W00002278,306,299,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,305,0,1,0,0
W00002279,382,377,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,378,0,3,1,0
W00002280,283,278,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,281,1,0,1,0
W00002281,361,359,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,360,0,0,1,0
W00002282,345,339,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,344,0,1,0,0
W00002283,345,340,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,344,0,0,1,0
W00002284,345,336,3,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,1,0,0,0
W00002285,378,372,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0
W00002286,322,311,2,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,1,319,0,2,0,1
W00002287,339,333,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,338,0,1,0,0
W00002288,296,291,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,294,0,1,1,0
W00002289,365,360,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,364,0,1,0,0
W00002290,249,243,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,246,3,0,0,0
W00002291,270,260,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,1,264,0,5,0,1
W00002292,362,344,1,0,12,0,0,0,0,0,0,0,3,2,0,0,0,0,0,357,0,5,0,0
W00002293,221,216,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,220,0,1,0,0
W00002294,429,417,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,427,0,0,1,1
W00002295,300,296,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0
W00002296,241,228,0,0,4,0,0,1,1,0,0,0,0,7,0,0,0,0,0,232,0,7,2,0
W00002297,323,314,2,0,2,0,2,1,0,0,0,0,0,0,2,0,0,0,0,318,2,0,3,0
W00002298,312,300,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0
W00002299,287,261,1,0,10,2,0,3,1,0,0,0,5,3,0,0,1,0,0,272,1,8,6,0
W00002300,403,396,1,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,401,0,1,1,0
W00002301,322,312,1,0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,1,314,1,5,1,1
W00002302,380,370,2,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,378,2,0,0,0
W00002303,318,295,6,0,7,0,0,1,0,1,0,1,0,7,0,0,0,0,0,308,0,9,1,0
W00002305,315,301,3,0,1,0,2,4,1,0,0,0,0,1,1,0,0,0,1,305,1,1,7,1
W00002306,212,211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,211,0,0,1,0
W00002307,243,238,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,239,0,0,4,0
W00002308,408,396,1,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,406,1,0,1,0
W00002309,362,353,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,361,0,0,1,0
W00002310,361,359,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0
W00002311,389,385,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,387,0,0,2,0
