health..oa_id,health..total_persons,health..very_good_health,health..good_health,health..fair_health,health..bad_health,health..very_bad_health
E00024570,352,134,128,66,18,6
E00024571,375,179,128,42,16,10
E00024572,237,91,72,45,23,6
E00024573,572,246,222,62,31,11
E00024574,251,97,77,54,19,4
E00024575,339,156,116,46,17,4
E00024576,384,166,125,60,23,10
E00024577,337,157,111,52,13,4
E00024578,302,139,97,42,18,6
E00024579,305,147,102,40,10,6
E00024580,246,99,98,35,13,1
E00024581,253,97,70,57,23,6
E00024582,263,101,99,46,12,5
E00024583,305,141,114,36,12,2
E00024584,262,101,94,47,13,7
E00024585,411,188,145,50,23,5
E00024586,308,140,93,48,20,7
E00024587,218,70,59,51,32,6
E00024588,262,82,117,43,15,5
E00024589,338,173,104,40,15,6
E00024590,363,169,120,59,12,3
E00024591,267,122,99,31,13,2
E00024592,277,124,93,43,14,3
E00024593,245,90,73,52,25,5
E00024594,213,45,61,65,32,10
E00024595,315,135,109,45,23,3
E00024596,386,84,93,118,65,26
E00024597,310,122,104,53,21,10
E00024598,245,73,90,52,27,3
E00024599,292,103,73,61,31,24
E00024600,279,120,97,45,11,6
E00024601,442,199,154,61,24,4
E00024602,291,129,94,43,22,3
E00024603,310,87,100,70,39,14
E00024604,376,152,150,52,18,4
E00024605,372,182,123,48,14,5
E00024606,355,144,116,57,31,7
E00024607,250,78,101,46,18,7
E00024608,272,130,84,40,12,6
E00024609,234,85,81,47,18,3
E00024610,336,166,94,50,22,4
E00024611,325,151,89,47,34,4
E00024612,552,245,191,80,27,9
E00024613,260,103,78,41,27,11
E00024614,313,135,106,44,23,5
E00024615,261,91,80,44,35,11
E00024616,304,118,109,44,27,6
E00024617,333,155,89,52,29,8
E00024618,265,104,91,49,17,4
E00024619,297,123,97,50,25,2
E00024620,445,185,152,69,34,5
E00024621,356,137,146,55,14,4
E00024622,289,132,98,43,11,5
E00024623,326,110,121,65,24,6
E00024624,507,206,184,77,33,7
E00024625,399,189,110,68,29,3
E00024626,394,164,159,50,17,4
E00024627,306,121,132,39,12,2
E00024628,232,85,58,57,22,10
E00024629,343,123,126,55,35,4
E00024630,362,154,131,51,21,5
E00024631,243,106,82,37,13,5
E00024632,443,236,126,55,19,7
E00024633,527,226,186,79,29,7
E00024634,416,185,143,56,26,6
E00024635,270,136,99,27,7,1
E00024636,283,117,91,46,20,9
E00024637,218,93,82,32,10,1
E00024638,335,162,100,57,14,2
E00024639,247,125,81,26,13,2
E00024640,252,111,84,39,12,6
E00024641,207,94,71,34,6,2
E00024642,227,55,94,44,29,5
E00024643,268,127,99,29,10,3
E00024644,186,39,50,63,23,11
E00024645,402,190,145,41,19,7
E00024646,339,156,112,49,16,6
E00024647,262,108,84,41,24,5
E00024648,271,111,110,38,9,3
E00024649,283,115,76,43,35,14
E00024650,284,115,100,44,21,4
E00024651,283,114,108,42,16,3
E00024652,252,91,59,63,31,8
E00024653,322,149,100,40,22,11
E00024654,290,118,102,49,19,2
E00024655,373,160,135,51,21,6
E00024656,244,111,83,31,15,4
E00024657,227,75,77,44,28,3
E00024658,370,157,118,58,29,8
E00024659,291,145,101,30,13,2
E00024660,161,19,40,65,33,4
E00024661,289,143,92,41,10,3
E00024662,319,163,97,40,17,2
E00024663,336,121,132,52,28,3
E00024664,320,139,94,59,24,4
E00024665,433,193,129,60,40,11
E00024666,378,175,127,51,17,8
E00024667,296,127,104,40,22,3
E00024668,287,129,109,29,16,4
E00024669,440,193,157,59,26,5
E00024670,361,129,143,58,22,9
E00024671,402,183,114,69,29,7
E00024672,241,78,57,64,33,9
E00024673,312,147,109,36,18,2
E00024674,305,125,104,51,17,8
E00024675,239,75,76,57,26,5
E00024676,459,225,138,63,25,8
E00024677,326,142,118,53,12,1
E00024678,444,197,168,64,8,7
E00024679,329,146,108,49,23,3
E00024680,329,147,131,43,7,1
E00024681,365,162,131,55,15,2
E00024682,353,161,111,47,27,7
E00024683,320,135,132,44,8,1
E00024684,338,149,112,54,16,7
E00024685,325,113,130,55,22,5
E00024686,350,154,121,47,21,7
E00024687,385,153,151,53,23,5
E00024688,271,121,83,48,17,2
E00024689,272,109,107,40,14,2
E00024690,280,132,105,25,16,2
E00024691,291,119,98,54,15,5
E00024692,303,138,94,47,16,8
E00024693,343,144,117,48,30,4
E00024694,353,137,101,63,43,9
E00024695,350,189,97,41,20,3
E00024696,269,104,62,53,40,10
E00024697,220,109,75,31,3,2
E00024698,355,175,127,39,11,3
E00024699,415,223,110,53,25,4
E00024700,306,132,85,54,25,10
E00024701,346,160,123,48,11,4
E00024702,303,146,86,41,25,5
E00024703,430,206,158,44,19,3
E00024704,543,269,178,67,26,3
E00024705,244,101,79,45,18,1
E00024706,267,131,95,27,10,4
E00024707,308,141,119,36,10,2
E00024708,295,179,93,21,2,0
E00024709,345,142,138,41,17,7
E00024710,244,107,91,41,4,1
E00024711,307,150,112,32,10,3
E00024712,315,142,109,39,18,7
E00024713,178,66,63,27,18,4
E00024714,331,150,127,33,18,3
E00024715,291,118,105,44,21,3
E00024716,308,138,97,52,20,1
E00024717,262,97,92,48,22,3
E00024718,234,121,77,29,6,1
E00024719,249,117,80,38,11,3
E00024720,275,146,79,35,13,2
E00024721,220,144,57,16,3,0
E00024722,321,168,113,31,7,2
E00024723,296,159,106,28,3,0
E00024724,334,164,108,47,11,4
E00024725,290,154,100,24,10,2
E00024726,309,167,99,34,7,2
E00024727,300,152,94,37,13,4
E00024728,117,31,41,24,17,4
E00024729,283,129,101,41,8,4
E00024730,293,119,91,46,34,3
E00024731,292,118,102,56,15,1
E00024732,314,153,99,42,16,4
E00024733,314,145,117,38,12,2
E00024734,243,91,89,48,11,4
E00024735,228,93,82,42,10,1
E00024736,234,84,108,35,5,2
E00024737,231,37,49,88,41,16
E00024738,274,116,114,36,6,2
E00024739,271,123,94,41,12,1
E00024740,286,125,109,39,10,3
E00024741,417,227,146,32,8,4
E00024742,309,137,102,50,17,3
E00024743,207,42,65,64,34,2
E00024744,266,111,89,35,26,5
E00024745,352,206,113,23,7,3
E00024746,224,117,67,35,4,1
E00024747,241,107,88,31,12,3
E00024748,309,109,132,45,17,6
E00024749,240,122,75,37,6,0
E00024750,235,103,75,46,10,1
E00024751,309,190,93,19,5,2
E00024752,228,104,94,24,5,1
E00024753,289,136,101,30,17,5
E00024754,213,52,80,52,24,5
E00024755,279,138,85,38,15,3
E00024756,317,204,88,18,7,0
E00024757,312,194,100,14,4,0
E00024758,280,95,111,59,13,2
E00024759,442,227,156,46,8,5
E00024760,339,132,139,48,16,4
E00024761,272,129,99,33,7,4
E00024762,296,144,107,28,8,9
E00024763,274,184,73,14,3,0
E00024764,241,89,74,59,13,6
E00024765,372,170,134,48,15,5
E00024766,387,198,123,49,16,1
E00024767,226,83,72,52,16,3
E00024768,391,198,131,40,19,3
E00024769,266,100,101,47,13,5
E00024770,261,104,95,45,16,1
E00024771,288,108,100,57,14,9
E00024772,350,186,108,39,13,4
E00024773,383,171,139,60,12,1
E00024774,229,121,73,24,9,2
E00024775,280,139,107,30,2,2
E00024776,304,154,95,41,13,1
E00024777,307,197,75,33,2,0
E00024778,276,140,91,35,10,0
E00024779,311,159,119,30,3,0
E00024780,284,138,113,21,7,5
E00024781,341,151,113,53,20,4
E00024782,265,167,79,15,3,1
E00024783,402,198,132,56,9,7
E00024784,401,218,131,39,9,4
E00024785,401,196,129,48,23,5
E00024786,180,66,47,45,18,4
E00024787,468,249,159,48,9,3
E00024788,323,145,125,39,12,2
E00024789,341,177,109,40,13,2
E00024790,300,119,106,52,20,3
E00024791,280,140,93,32,12,3
E00024792,284,79,118,61,21,5
E00024793,281,118,120,33,9,1
E00024794,464,237,155,51,15,6
E00024796,324,171,107,28,15,3
E00024797,344,177,130,31,5,1
E00024798,244,94,86,41,22,1
E00024799,157,80,46,18,12,1
E00024800,296,144,105,35,10,2
E00024801,343,179,99,51,13,1
E00024802,277,132,101,35,8,1
E00024803,341,183,109,34,13,2
E00024804,336,159,108,48,17,4
E00024805,340,179,125,27,7,2
E00024806,301,100,134,46,17,4
E00024807,158,45,65,32,13,3
E00024808,287,136,90,45,13,3
E00024809,367,175,115,63,12,2
E00024810,327,141,118,47,16,5
E00024811,401,151,147,71,30,2
E00024812,307,115,92,62,23,15
E00024813,283,129,105,32,11,6
E00024814,353,148,141,45,18,1
E00024815,329,173,110,34,10,2
E00024816,331,157,111,39,18,6
E00024817,271,145,81,26,15,4
E00024819,309,116,102,64,22,5
E00024820,342,175,100,45,19,3
E00024821,285,90,83,70,34,8
E00024822,268,120,86,48,14,0
E00024823,307,116,85,71,24,11
E00024824,393,222,119,38,9,5
E00024825,421,277,123,18,2,1
E00024827,337,205,92,30,8,2
E00024828,202,84,71,37,8,2
E00024829,349,188,97,43,16,5
E00024830,270,106,74,58,27,5
E00024831,345,154,132,40,15,4
E00024832,401,185,139,54,15,8
E00024833,302,123,101,49,23,6
E00024834,354,208,113,27,5,1
E00024835,296,124,109,37,17,9
E00024836,300,155,103,26,12,4
E00024837,396,215,139,28,13,1
E00024838,322,119,124,45,30,4
E00024839,253,117,75,49,11,1
E00024840,351,181,104,46,13,7
E00024841,173,26,47,62,34,4
E00024842,264,106,84,53,18,3
E00024843,298,138,111,35,10,4
E00024844,306,131,107,47,15,6
E00024845,419,174,149,69,19,8
E00024846,319,137,129,40,12,1
E00024847,292,127,110,39,11,5
E00024848,253,114,84,38,13,4
E00024849,297,130,106,51,10,0
E00024850,239,112,79,32,15,1
E00024851,285,153,84,33,12,3
E00024852,346,183,103,43,10,7
E00024853,317,132,129,42,11,3
E00024854,207,78,73,34,18,4
E00024855,341,142,130,47,13,9
E00024856,329,146,123,40,16,4
E00024857,193,80,61,34,16,2
E00024858,263,132,76,41,9,5
E00024859,281,103,95,64,16,3
E00024860,314,145,108,39,18,4
E00024861,271,107,89,51,18,6
E00024862,286,128,96,34,20,8
E00024863,320,181,111,20,7,1
E00024864,248,123,88,22,12,3
E00024865,346,156,131,46,10,3
E00024866,412,186,151,55,15,5
E00024867,292,118,98,51,19,6
E00024868,278,125,79,43,29,2
E00024870,307,122,116,43,21,5
E00024871,240,106,61,41,21,11
E00024872,299,129,117,41,10,2
E00024873,245,99,75,46,18,7
E00024874,296,118,101,62,10,5
E00024875,242,94,60,61,17,10
E00024876,270,83,118,51,13,5
E00024877,319,137,102,57,19,4
E00024878,267,93,98,47,23,6
E00024879,331,154,119,43,12,3
E00024880,325,126,98,65,29,7
E00024881,363,169,121,47,20,6
E00024882,293,125,116,39,9,4
E00024883,327,166,119,34,6,2
E00024884,295,114,104,51,21,5
E00024885,370,194,123,38,13,2
E00024886,276,116,102,40,13,5
E00024887,364,147,144,50,20,3
E00024888,298,142,94,43,13,6
E00024889,313,111,120,48,25,9
E00024891,306,123,118,34,25,6
E00024892,318,170,99,33,13,3
E00024893,324,143,103,57,17,4
E00024894,304,160,87,41,11,5
E00024895,326,156,100,51,16,3
E00024896,204,81,68,38,14,3
E00024897,338,168,119,38,9,4
E00024898,277,124,110,32,11,0
E00024899,276,133,102,33,6,2
E00024900,399,193,138,49,15,4
E00024901,294,155,97,24,14,4
E00024902,406,221,134,39,8,4
E00024903,279,138,104,28,8,1
E00024904,292,159,91,36,4,2
E00024905,257,137,82,29,9,0
E00024906,291,146,90,40,11,4
E00024907,301,148,106,34,10,3
E00024908,279,157,80,29,12,1
E00024909,328,166,116,31,12,3
E00024910,336,151,104,46,27,8
E00024911,327,140,116,45,24,2
E00024912,244,100,95,36,10,3
E00024913,302,145,118,31,7,1
E00024914,291,117,110,45,17,2
E00024915,231,103,73,35,17,3
E00024916,220,91,80,34,14,1
E00024917,361,144,132,56,20,9
E00024918,303,139,98,46,17,3
E00024919,293,138,103,29,19,4
E00024920,304,132,110,44,16,2
E00024921,278,125,101,33,16,3
E00024922,294,154,99,37,3,1
E00024923,256,107,86,43,18,2
E00024924,304,152,92,44,12,4
E00024925,285,101,120,48,15,1
E00024926,316,136,112,43,22,3
E00024927,305,146,110,42,6,1
E00024928,294,132,112,35,12,3
E00024929,311,117,106,68,15,5
E00024930,327,129,104,57,33,4
E00024931,328,141,111,49,16,11
E00024932,242,73,98,39,25,7
E00024933,406,206,126,51,15,8
E00024934,306,117,121,47,20,1
E00024935,243,110,84,42,7,0
E00024937,262,115,91,42,9,5
E00024938,368,162,114,64,22,6
E00024939,242,86,95,44,9,8
E00024940,261,84,103,49,17,8
E00024941,271,118,100,40,9,4
E00024942,286,108,90,51,30,7
E00024943,312,143,104,42,20,3
E00024944,355,183,107,46,9,10
E00024945,279,95,103,58,18,5
E00024946,249,82,71,67,23,6
E00024947,463,196,180,61,16,10
E00024948,250,87,97,48,16,2
E00024949,272,120,105,38,6,3
E00024950,197,80,67,32,13,5
E00024951,308,122,99,64,15,8
E00024952,344,138,117,56,25,8
E00024953,327,150,108,46,18,5
E00024954,259,106,80,49,15,9
E00024955,255,83,81,64,18,9
E00024956,324,120,113,51,31,9
E00024958,285,123,90,49,15,8
E00024959,202,67,61,40,25,9
E00024960,329,150,108,45,19,7
E00024961,349,126,109,75,30,9
E00024962,326,163,121,34,6,2
E00024963,323,150,112,38,17,6
E00024964,273,115,100,35,19,4
