house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00024759,162,12,24,48,46,17,10,5
E00024760,143,21,14,71,27,4,4,2
E00024761,118,16,10,61,18,4,7,2
E00024762,118,7,21,42,35,4,6,3
E00024763,77,1,3,23,42,2,4,2
E00024764,110,22,12,46,14,4,11,1
E00024765,156,20,20,72,21,5,10,8
E00024766,160,22,12,72,34,11,7,2
E00024767,124,34,19,45,14,3,9,0
E00024768,162,24,17,64,41,7,9,0
E00024769,121,25,3,63,17,4,9,0
E00024770,126,36,9,57,17,3,4,0
E00024771,129,21,9,62,23,3,9,2
E00024772,140,18,7,73,30,4,6,2
E00024773,144,12,5,91,22,3,9,2
E00024774,111,14,29,29,22,8,6,3
E00024775,117,10,20,40,29,10,5,3
E00024776,128,8,17,68,21,2,7,5
E00024777,111,8,9,49,32,4,6,3
E00024778,121,9,18,49,25,13,5,2
E00024779,136,4,34,46,38,9,3,2
E00024780,102,4,19,30,28,11,3,7
E00024781,143,11,35,30,35,17,12,3
E00024782,116,1,34,30,36,9,5,1
E00024783,153,5,11,81,41,8,6,1
E00024784,155,13,15,71,39,3,12,2
E00024785,198,24,47,79,31,7,7,3
E00024786,97,39,12,21,13,3,8,1
E00024787,186,24,13,78,49,10,7,5
E00024788,124,6,9,74,20,2,9,4
E00024789,148,25,24,53,32,8,5,1
E00024790,124,15,19,34,25,17,8,6
E00024791,108,7,15,37,28,9,8,4
E00024792,137,22,35,33,20,10,14,3
E00024793,122,9,21,54,25,5,6,2
E00024794,203,5,45,81,45,16,8,3
