house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00053494,121,17,26,33,20,11,11,3
E00053495,155,18,12,59,49,4,9,4
E00053496,132,43,16,35,24,8,4,2
E00053497,222,16,57,53,53,26,13,4
E00053498,181,13,26,73,41,13,11,4
E00053499,139,18,29,32,28,19,8,5
E00053500,134,8,13,71,34,1,5,2
E00053501,130,11,17,66,20,3,7,6
E00053502,130,19,16,42,28,13,10,2
E00053503,137,21,29,39,32,10,4,2
E00053504,156,28,8,76,28,3,9,4
E00053505,173,28,12,71,39,7,9,7
E00053506,117,7,18,36,32,11,8,5
E00053507,130,11,18,49,33,9,8,2
E00053508,137,14,23,47,30,7,8,8
E00053509,124,10,16,39,40,8,8,3
E00053510,137,31,8,38,36,10,9,5
E00053511,120,63,16,19,7,8,5,2
E00053512,117,12,25,27,32,8,10,3
E00053513,128,6,19,42,28,17,9,7
E00053514,125,16,13,33,28,16,13,6
E00053515,132,13,21,34,30,12,18,4
E00053516,116,15,15,26,31,10,13,6
E00053517,101,16,25,22,17,13,5,3
E00053518,110,22,23,31,17,5,5,7
E00053519,106,2,10,41,30,4,5,14
E00053520,145,9,39,43,33,11,4,6
E00053521,123,4,10,47,39,12,6,5
E00053522,110,16,13,40,25,3,9,4
E00053523,182,33,46,43,28,14,15,3
E00053524,125,5,16,39,36,8,10,11
E00053525,137,24,16,38,32,13,11,3
E00053526,127,8,13,30,47,12,12,5
E00053527,109,12,31,24,19,10,7,6
E00053528,119,7,19,43,32,4,10,4
E00053529,120,23,13,33,26,14,8,3
E00053530,125,10,18,45,25,14,6,7
E00053531,134,15,11,56,27,8,9,8
E00053532,117,10,27,34,19,13,9,5
E00053533,115,11,17,32,35,3,12,5
E00053534,116,14,18,37,21,10,11,5
E00053535,136,27,9,52,31,6,8,3
E00053536,149,10,30,49,36,11,7,6
E00053537,159,13,35,40,37,12,15,7
E00053538,142,22,5,59,30,7,12,7
E00053539,133,11,15,42,28,20,12,5
E00053540,114,9,4,36,24,13,13,15
E00053541,121,18,24,32,20,7,16,4
E00053542,129,13,12,60,31,2,8,3
E00053543,128,33,7,60,13,3,10,2
E00053544,132,15,10,45,36,7,12,7
E00053545,132,29,11,50,24,8,8,2
E00053546,126,14,21,45,30,3,7,6
E00053547,132,14,35,23,14,29,11,6
E00053548,80,1,10,12,26,7,12,12
E00053550,158,9,53,38,25,18,11,4
E00053551,163,30,39,26,33,18,13,4
E00053552,134,18,43,18,20,22,11,2
E00053553,153,26,35,11,40,14,11,16
E00053555,138,15,28,23,21,33,6,12
E00053556,134,5,40,26,21,20,15,7
E00053557,132,10,27,23,27,21,14,10
E00053558,121,31,32,19,17,12,4,6
E00053559,220,19,44,77,37,19,16,8
E00053560,135,17,45,24,17,19,8,5
E00053561,145,8,25,28,40,26,11,7
E00053562,130,9,32,31,19,24,13,2
E00053563,119,37,31,25,8,7,8,3
E00053564,135,5,45,19,21,27,14,4
E00053565,121,33,33,22,14,6,7,6
E00053566,140,7,29,28,31,28,13,4
E00053567,144,29,46,28,9,22,9,1
E00053568,141,7,29,25,29,29,14,8
E00053569,116,8,11,38,22,12,15,10
