house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00004981,75,3,10,20,10,8,17,7
E00004982,117,13,39,16,19,12,16,2
E00004983,100,8,20,25,16,11,8,12
E00004984,95,7,31,16,13,7,14,7
E00004985,98,7,18,26,18,11,8,10
E00004986,110,8,23,20,21,4,22,12
E00004987,171,10,36,25,30,28,31,11
E00004988,150,9,59,14,20,19,23,6
E00004989,106,10,17,24,18,9,14,14
E00004990,119,9,19,32,12,7,27,13
E00004992,119,11,11,24,25,6,25,17
E00004993,121,11,10,19,26,22,23,10
E00004994,116,10,14,22,18,10,33,9
E00004995,125,8,15,33,28,12,19,10
E00004996,90,10,13,19,17,7,15,9
E00004998,111,11,12,23,20,11,20,14
E00004999,118,25,17,23,19,5,15,14
E00005000,122,8,22,20,17,28,15,12
E00005001,104,10,35,20,10,6,12,11
E00005002,120,6,58,5,20,16,10,5
E00005003,108,7,27,23,19,14,8,10
E00005004,125,9,29,19,15,24,17,12
E00005005,133,12,34,21,13,21,22,10
E00005006,110,6,12,16,28,8,26,14
E00005007,129,8,27,17,23,17,22,15
E00005008,108,5,21,17,30,15,10,10
E00005009,147,14,22,20,28,25,23,15
E00005010,203,18,22,35,36,51,30,11
E00005011,186,14,51,36,23,37,20,5
E00005012,150,3,65,25,31,14,8,4
E00005013,125,10,10,28,25,25,15,12
E00005014,123,9,22,18,24,24,18,8
E00005015,164,8,30,25,24,9,46,22
E00005016,144,4,46,16,25,18,17,18
E00005017,96,5,10,21,19,16,13,12
E00005018,141,9,38,17,20,14,26,17
E00005019,145,8,61,15,17,23,13,8
E00005020,234,8,86,36,27,33,32,12
E00005021,147,2,48,15,29,39,6,8
