house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
W00001278,139,12,67,23,13,16,4,4
W00001279,114,8,54,12,9,15,11,5
W00001280,166,17,70,30,14,15,18,2
W00001281,150,11,67,19,10,19,15,9
W00001282,96,15,51,11,4,7,6,2
W00001283,240,56,93,47,18,7,10,9
W00001284,116,10,57,12,12,10,11,4
W00001285,113,8,57,15,15,8,7,3
W00001286,128,10,26,15,24,32,15,6
W00001287,141,11,22,28,40,11,23,6
W00001288,137,10,19,37,39,15,9,8
W00001289,114,14,22,25,20,16,10,7
W00001290,109,11,30,27,11,10,13,7
W00001291,145,15,72,26,5,8,12,7
W00001292,99,30,39,12,3,9,4,2
W00001293,102,6,58,11,8,8,8,3
W00001294,120,14,11,57,32,4,2,0
W00001295,121,15,11,50,20,21,2,2
W00001296,123,17,28,30,33,3,11,1
W00001297,108,27,17,17,21,16,6,4
W00001298,116,37,29,25,9,6,9,1
W00001299,131,34,28,38,16,9,5,1
W00001300,127,20,37,27,14,9,19,1
W00001301,121,19,30,37,20,11,4,0
W00001302,132,11,33,43,23,11,7,4
W00001303,140,30,35,43,23,5,3,1
W00001304,118,13,20,47,23,4,10,1
W00001305,111,37,14,39,9,2,9,1
W00001306,142,31,13,55,36,4,2,1
W00001307,120,24,7,47,33,3,6,0
W00001308,118,16,7,51,25,4,14,1
W00001309,122,5,12,43,36,12,11,3
W00001310,172,25,23,58,40,12,8,6
W00001311,126,36,25,33,14,7,9,2
W00001312,138,31,15,47,32,4,9,0
